Date,ASA51,XNDX,SPXT,CACR,DAX,NKYTR,HSI1,KSP2TR
24/01/2017,53901.88,5724.43,4361.56,11927.99,11594.94,28688.96,59614.66,290.67
25/01/2017,54106.17,5780.99,4396.57,12045.63,11806.05,29100.5,59872.49,291.59
1/02/2017,53931.13,5783.21,4362.1,11840.44,11659.5,29240.97,60571.95,293.12
2/02/2017,53857.37,5777.61,4364.85,11839.74,11627.95,28884.39,60224.21,291.96
3/02/2017,53629.82,5794.45,4396.95,11916.61,11651.49,28889.92,60080.53,292.35
6/02/2017,53572.54,5801.67,4387.67,11802.21,11509.84,28979.5,60668.75,293.05
7/02/2017,53636.82,5822.14,4388.87,11743.88,11549.44,28878.82,60625.44,292.48
8/02/2017,53918.7,5834.37,4393.31,11773.84,11543.38,29026.67,61024.45,291.12
9/02/2017,54045.07,5854.87,4419.4,11921.16,11642.86,28874.07,61128.41,291.09
10/02/2017,54579.3,5871.27,4435.42,11926.29,11666.97,29593.74,61257.93,292.14
13/02/2017,54993.54,5906.42,4459.83,12074.19,11774.43,29716.24,61611.31,292.3
14/02/2017,54942.95,5925.63,4478.98,12093.03,11771.81,29380.02,61645.84,291.31
15/02/2017,55458.74,5960.88,4501.99,12164.77,11793.93,29683.91,62404.88,292.3
16/02/2017,55527.86,5958.99,4498.56,12102.01,11757.24,29545.78,62698.33,292.43
17/02/2017,55429.06,5986.16,4506.2,12023.27,11757.02,29373.35,62505.99,292.33
21/02/2017,55357.43,6015.4,4533.46,12075.58,11967.49,29597.56,62323.64,295.89
22/02/2017,55631.28,6017.31,4528.97,12093.18,11998.59,29595.16,62943.48,296.69
23/02/2017,55476.08,5995.12,4531.39,12081.85,11947.83,29582.32,62875.85,296.73
24/02/2017,55052.61,6007.58,4539.25,11968.08,11804.03,29465.89,62486.92,294
27/02/2017,54927.78,6013.11,4544.51,11967.95,11822.67,29196.85,62380.95,292.47
28/02/2017,54830.25,5993.81,4532.93,12001.04,11834.41,29214.45,61900.36,293.66
2/03/2017,55589.44,6031.65,4569.17,12260.95,12059.57,29895.66,61870.35,296.48
3/03/2017,55146.44,6043.14,4571.6,12338.32,12027.36,29749.53,61413.13,293.35
6/03/2017,55322.81,6028.41,4556.72,12281.68,11958.4,29611.96,61543.8,294.05
7/03/2017,55488.82,6018.29,4543.75,12239.19,11966.14,29558.49,61768.21,295.64
8/03/2017,55488.7,6028.25,4534.68,12252.75,11967.31,29420.78,62032.16,296.1
9/03/2017,55411.17,6032.94,4538.36,12304.69,11978.39,29519.41,61299.99,295.37
10/03/2017,55743.3,6057.6,4553.28,12333.85,11963.18,29956.47,61497.41,296.1
13/03/2017,55568.6,6067.74,4556.44,12349.37,11990.03,30001,62189.99,299.49
14/03/2017,55587.79,6054.46,4541.26,12286.77,11988.79,29963.95,62185.51,302.19
15/03/2017,55749.17,6092.8,4579.44,12314.48,12009.87,29915.45,62093.9,302.19
16/03/2017,55865.34,6088.5,4572.16,12383.4,12083.18,29934.95,63386.87,304.6
17/03/2017,56002.02,6084.77,4566.17,12422.58,12095.24,29830.2,63443.35,306.5
21/03/2017,55762.29,5999.19,4500.98,12372.57,11962.13,29729.79,64182.41,308.75
22/03/2017,54896.54,6038.59,4509.65,12353.44,11904.12,29096.53,63470.7,307.29
23/03/2017,55126.39,6024.63,4504.92,12447.59,12039.68,29163.66,63489.74,307.49
24/03/2017,55567.61,6034.59,4501.11,12418.25,12064.27,29434.46,63569.5,306.99
27/03/2017,55503.8,6046.15,4496.53,12415.35,11996.07,29011.46,63144.87,305.4
28/03/2017,56226.61,6083.42,4529.17,12486.54,12149.42,29343.48,63557.31,306.37
29/03/2017,56731.61,6109.81,4535.01,12543.04,12203,29570.37,63677.88,307.04
30/03/2017,56955.44,6120.47,4548.46,12594.02,12256.43,29333.07,63440.42,306.83
31/03/2017,56652.87,6116.52,4538.21,12675.36,12312.87,29096.37,62945.7,305.79
3/04/2017,56729.36,6112.71,4530.98,12584.8,12257.2,29210.19,63337.01,306.81
5/04/2017,56763.3,6098.74,4520.86,12599.5,12217.54,29022.53,63700.71,305.87
6/04/2017,56575.93,6101.48,4530.93,12672.72,12230.89,28615.98,63368.95,304.49
7/04/2017,56635.66,6098.65,4527.2,12706.96,12225.06,28719.95,63352.19,303.99
10/04/2017,57123.18,6102.38,4530.57,12638.08,12200.52,28924.99,63338.82,302.03
11/04/2017,57281.52,6076.17,4524.71,12624.25,12139.35,28848.04,62889.66,300.16
12/04/2017,57326.78,6052.12,4507.76,12622.41,12154.7,28547.59,63477.19,300.94
13/04/2017,56901.62,6025.73,4477.07,12548.16,12109,28354.06,63341.83,304.11
18/04/2017,56388.57,6068.58,4502.66,12356.87,12000.44,28341.37,62461.69,303.14
19/04/2017,56072.36,6077.56,4495.56,12398.39,12016.45,28362.31,62204.12,301.24
20/04/2017,56245.64,6126.97,4529.65,12582.21,12027.32,28359.68,62807.46,302.62
21/04/2017,56562.08,6125.3,4515.9,12535.85,12048.57,28652.44,62768.41,305.11
24/04/2017,56732.55,6199.66,4564.93,13059.61,12454.98,29045.02,63022.87,307.19
26/04/2017,57121.47,6236.86,4590.56,13115.65,12472.8,29681.37,64168.85,312.44
27/04/2017,57213.63,6271.41,4593.57,13075.52,12443.79,29623.58,64482.3,313.05
28/04/2017,57238.59,6285.2,4584.82,13074.04,12438.01,29538.81,64283.56,313.2
2/05/2017,57492.71,6353.34,4598.24,13169.77,12507.9,29921.9,64504.5,315.88
8/05/2017,56815.6,6371.73,4615.73,13429.96,12694.55,30614.33,64195.7,327.02
10/05/2017,56860.53,6397.81,4618.19,13473.64,12757.46,30621.26,65338.44,323.02
11/05/2017,56888.57,6392.71,4609.69,13431.13,12711.06,30715.83,65626.1,326.9
12/05/2017,56487.58,6407.09,4602.96,13489.84,12770.41,30596.35,65706.52,325.26
15/05/2017,56502.1,6427.82,4625.51,13533.78,12807.04,30574.73,66300.01,325.98
16/05/2017,56751.77,6453.65,4623.26,13553.41,12804.53,30651.62,66339.48,326.86
17/05/2017,56126.2,6292.49,4540.58,13335.78,12631.61,30490.14,66236.03,326.5
18/05/2017,55780.34,6344.21,4557.41,13265.18,12590.06,30088.5,65901.63,325.55
19/05/2017,55674.34,6372.84,4588.35,13352.1,12638.69,30145.28,66063.56,325.12
22/05/2017,56102.86,6426.79,4612.12,13351.18,12619.46,30279.95,66631.62,327.9
23/05/2017,55995.79,6431.48,4620.7,13414.6,12659.15,30179.93,66662.62,328.7
24/05/2017,56085.83,6461.95,4632.37,13415.5,12642.87,30379.51,66729.12,329.08
25/05/2017,56287.82,6516.17,4653.59,13405.01,12621.72,30487.45,67259.96,332.91
26/05/2017,55918.73,6528.43,4655.65,13405.42,12602.18,30293.12,67282.22,334.81
31/05/2017,55661.89,6529.02,4649.34,13336.88,12615.06,30237.31,67338.34,332.31
1/06/2017,55796.38,6560.27,4685.11,13425.33,12664.92,30559.62,67747.75,331.61
2/06/2017,56282.44,6633.59,4702.56,13491.41,12822.94,31047.79,68119.77,335.75
7/06/2017,55113.99,6630.23,4692.29,13315.82,12672.49,30751.33,68270.53,333.4
8/06/2017,55205.66,6638.92,4693.67,13312.57,12713.58,30635.37,68565.73,334.02
9/06/2017,55217.39,6477.22,4689.79,13402.26,12815.72,30795.4,68495.55,337.43
13/06/2017,56143.15,6488.42,4707.88,13322.67,12764.98,30619.19,68040.77,335.95
14/06/2017,56738.56,6461.17,4703.53,13275.95,12805.95,30595.75,68111.02,335.87
15/06/2017,56051.42,6432.03,4693.86,13209.09,12691.81,30516.78,67304.5,334.5
16/06/2017,56156.89,6410.13,4695.23,13326.63,12752.73,30688.26,67478.83,334.61
19/06/2017,56459.75,6512.7,4734.48,13449.65,12888.95,30879.82,68263.67,336.6
20/06/2017,55993.68,6460.9,4702.82,13406.43,12814.79,31130.12,68082.27,337.36
21/06/2017,55103.47,6524.18,4700.5,13367.99,12774.26,30992.25,67691.15,335.41
22/06/2017,55495.7,6521.33,4698.4,13387.43,12794,30949.08,67925.55,337.54
23/06/2017,55592.21,6547.54,4705.73,13347.34,12733.41,30983.68,67913.69,338.4
26/06/2017,55633.91,6518.75,4707.27,13422.44,12770.83,31016.6,68470.54,340.18
27/06/2017,55575.86,6399.17,4669.27,13328.25,12671.02,31127.84,68386.11,340.43
28/06/2017,55979.53,6491.5,4711.33,13313.84,12647.27,31025.06,67971.96,339.03
29/06/2017,56698.75,6378.65,4670.96,13064.05,12416.19,31165.62,68815.43,341.11
30/06/2017,55758.56,6372.5,4678.36,12978.71,12325.12,30884.9,68302.27,340.24
3/07/2017,55397.91,6316.12,4689.61,13168.92,12475.31,30919.39,68519.2,340.93
5/07/2017,56165.52,6376.07,4697.34,13137.43,12453.68,30959.21,67822.42,340.25
6/07/2017,56124.3,6318.69,4655.02,13067.18,12381.25,30824.21,67799.16,340.37
7/07/2017,55586.38,6384.8,4684.88,13048.82,12388.68,30724.05,67468.04,339.04
10/07/2017,55789.76,6427.33,4689.25,13100.76,12445.92,30958.21,67945.6,339.91
11/07/2017,55833.52,6444.99,4685.64,13037.27,12437.02,31134.73,68979.64,342.23
12/07/2017,55296.58,6523.05,4720.28,13244.03,12626.58,30985.03,69422.13,342.22
13/07/2017,55909.95,6539.31,4729.25,13277.69,12641.33,30987.23,70228.56,345.24
14/07/2017,56186.25,6589.79,4751.43,13277.46,12631.72,31016.6,70343.34,346.33
18/07/2017,55428.74,6637.22,4754.27,13120.12,12430.39,30833.22,70705.1,347.75
19/07/2017,55864.71,6677.93,4780.25,13228.65,12452.05,30865.52,71097.54,348.03
20/07/2017,56150.53,6683.64,4779.84,13185.92,12447.25,31056.27,71278.92,349.89
21/07/2017,55774.22,6683.98,4778.07,12979.08,12240.06,30987.14,71187.98,351.18
24/07/2017,55435.36,6706.47,4773.1,13004.53,12208.95,30795.85,71563.13,351.43
25/07/2017,55811.89,6694.37,4787.04,13089.2,12264.31,30764.29,71577.05,349.4
26/07/2017,56299.46,6717.04,4788.41,13162.97,12305.11,30910.69,71814.22,348.65
27/07/2017,56381.18,6679.49,4784.26,13154.81,12212.04,30958.31,72321.07,349.84
28/07/2017,55580.13,6670.58,4778.02,13013.9,12162.7,30773.61,71916.48,343.11
31/07/2017,55753.35,6638.3,4774.56,12918.48,12118.25,30720.17,72835.05,343.66
1/08/2017,56258.01,6655.06,4786.27,13002.83,12251.29,30813.62,73411.48,346.33
2/08/2017,55983.48,6676.58,4789.54,12952.68,12181.48,30958.93,73590.47,347.04
3/08/2017,55894.98,6651.86,4779.99,13011.61,12154.72,30880.76,73465.98,341.14
4/08/2017,55753.27,6661.75,4789.11,13196.63,12297.72,30762.27,73550.47,342.42
7/08/2017,56269.57,6701.07,4797.13,13207.91,12257.17,30921.94,73891.19,342.97
8/08/2017,55979.1,6692.15,4786.12,13235.82,12292.05,30829.62,74330.29,342.36
9/08/2017,56192.6,6684.29,4784.94,13050.18,12154,30433.3,74069.27,338.12
10/08/2017,56168.11,6539.43,4717.4,12972.93,12014.3,30419.62,73233.79,336.86
14/08/2017,55907.37,6675.15,4771.43,12989.24,12165.12,30122.76,72750.81,333.11
16/08/2017,56611.46,6690.81,4778.28,13128.59,12263.86,30419.07,73174.87,335.55
17/08/2017,56558.25,6554.04,4704.73,13053.11,12203.46,30377.98,73001.73,337.58
18/08/2017,56246.06,6548.01,4696.22,12970.18,12165.19,30019.94,72305.58,336.89
21/08/2017,56039.07,6543.12,4701.82,12902.8,12065.99,29900.79,72595.67,336.62
22/08/2017,56332.08,6641.72,4748.73,13015.08,12229.34,29886.47,73281.27,337.93
24/08/2017,56345.98,6597.81,4723.03,12967.58,12180.83,29840.1,73603.71,339.44
25/08/2017,56333.68,6584.34,4731.46,12945.27,12167.94,29992.49,74485.17,339.96
28/08/2017,56014.04,6602.75,4733.97,12882.93,12123.47,29988.31,74525.63,338.12
29/08/2017,55619.82,6630.24,4738.62,12761.63,11945.88,29871.39,74262.77,337.15
30/08/2017,55700.11,6710.28,4761.72,12823.55,12002.47,30093.53,75144.34,338.25
31/08/2017,56146.82,6773.28,4789.18,12897.74,12055.84,30309.05,75061.89,336.75
1/09/2017,56279.1,6772.48,4798.99,12993.29,12142.64,30378.83,75015.9,336.2
5/09/2017,56137.62,6710.09,4762.75,12900.19,12123.71,29907.28,74514.54,332.14
6/09/2017,56008.39,6730.95,4777.69,12937.86,12214.54,29864.33,74176.04,331.18
7/09/2017,56109.82,6746.29,4777.93,12971.36,12296.63,29923.8,73976.85,335.32
8/09/2017,55954.36,6688.67,4771.02,12968.49,12303.98,29736.05,74368.06,335.82
11/09/2017,56370.72,6764.63,4822.8,13128.84,12475.24,30154.06,75176.76,338.44
12/09/2017,56718.35,6782.13,4839.31,13210.76,12524.77,30510.2,75233.87,339.08
13/09/2017,56707.4,6792.02,4843.04,13232.52,12553.57,30647.81,75035.05,338.62
14/09/2017,56674.61,6752.53,4839.29,13251.81,12540.45,30557.74,74726.07,341.37
15/09/2017,56243.48,6774.23,4848.84,13223.18,12518.81,30716.06,74807.83,342.65
19/09/2017,56431.15,6778.3,4861.52,13283.24,12561.79,31317.56,75497.09,347.91
20/09/2017,56393.21,6758.54,4864.61,13293.94,12569.17,31334.65,75702.68,347.88
21/09/2017,55872.16,6714.76,4849.95,13358.94,12600.03,31391.76,75672.4,347.63
22/09/2017,56136.11,6711.83,4853.2,13394.44,12592.35,31313.03,75053.79,345.95
25/09/2017,56153.36,6638.32,4842.41,13375.64,12594.81,31469.05,74039.18,345.61
26/09/2017,56028.98,6654.14,4843.14,13379.78,12605.2,31365.08,74073.28,343.31
27/09/2017,55963.32,6718.02,4862.93,13413.32,12657.41,31469.23,74421.72,342.8
28/09/2017,56027.07,6713.17,4869.81,13443.31,12704.65,31618.39,73827.18,342.86
29/09/2017,56137.99,6765.48,4887.97,13534.83,12828.86,31607.78,74184.44,345.5
10/10/2017,56698.63,6863.07,4951.77,13620.74,12949.25,32333.26,76705.88,352.29
11/10/2017,57034.93,6883.14,4960.79,13624.56,12970.68,32422.95,76433.25,356.26
12/10/2017,57256.02,6870.39,4952.85,13620.48,12982.89,32537,76698.51,358.43
13/10/2017,57450.56,6895.82,4957.27,13597.43,12991.87,32848.26,76747.46,357.6
16/10/2017,57773.03,6920.8,4966.05,13625.74,13003.7,33004.12,77330.62,358.11
17/10/2017,58196.44,6929.95,4969.38,13621.92,12995.06,33129.21,77351.08,358.86
18/10/2017,58204.97,6920.6,4973.28,13678.93,13043.03,33171.02,77389.54,358.74
19/10/2017,58260.82,6896,4975.32,13639.5,12990.1,33303.73,75899.88,356.63
20/10/2017,58368.13,6914.34,5001.11,13649.88,12991.28,33317.89,76784.37,359.27
23/10/2017,58239.41,6867.95,4981.37,13686.55,13003.14,33689.01,76295.53,359.88
24/10/2017,58275.5,6882.06,4989.56,13706.84,13013.19,33857.81,75888.79,359.34
25/10/2017,58354.38,6853.56,4966.29,13656.27,12953.41,33706.34,76287.49,359.72
26/10/2017,58460.11,6834.13,4972.6,13860.81,13133.28,33762.61,76016.56,357.19
27/10/2017,58331.24,7032.88,5012.75,13959.23,13217.54,34179.99,76653.95,359.64
30/10/2017,58488.57,7049.47,4997.15,13957.95,13229.57,34185.43,76387.98,360.9
1/11/2017,58675.91,7073.56,5009.99,14010.44,13465.51,34823.62,77083.14,370.32
2/11/2017,58621.52,7059.71,5011.48,14000.82,13440.93,35008.75,76879.82,368.98
6/11/2017,58839.66,7148.38,5034.3,13992.56,13468.79,35023.94,77090.52,368.87
7/11/2017,59462.9,7156.5,5033.38,13929,13379.27,35629.55,78162.19,368.17
8/11/2017,59483.85,7184.9,5040.74,13905.6,13382.42,35593.08,77928.36,369.31
9/11/2017,59911.36,7147.02,5023.01,13743.75,13182.56,35523.38,78545.62,368.59
10/11/2017,59716.9,7147.15,5020.31,13675.06,13127.47,35232.58,78503.42,367.3
13/11/2017,59848.61,7155.29,5025.36,13575.71,13074.42,34765.9,78702.01,365.52
14/11/2017,59325.54,7129.94,5014.53,13509.51,13033.48,34764.38,78620.96,364.74
15/11/2017,58982.52,7093.69,4987.96,13473.09,12976.37,34218.08,77810.71,363.15
16/11/2017,59074.72,7187.06,5030.48,13562.4,13047.22,34719.51,78261.29,365.54
17/11/2017,59213.83,7159.3,5017.45,13518.63,12993.73,34790.47,78747.48,365.34
20/11/2017,59101.71,7152.75,5024.01,13575.97,13058.66,34580.7,78912.72,363.96
21/11/2017,59279.14,7232.26,5056.95,13641.3,13167.54,34821.04,80444.14,364.61
22/11/2017,59506.7,7241.21,5053.6,13607.28,13015.04,34986.74,80944.37,366.77
24/11/2017,59473.3,7267.48,5064.23,13703.11,13059.84,35029.77,80590.81,366.72
27/11/2017,59535.16,7263.71,5062.85,13625.9,13000.2,34944.55,80104.77,360.26
28/11/2017,59490.69,7283.36,5112.91,13703.15,13059.53,34929.4,80090.34,361.86
29/11/2017,59760.53,7157.66,5111.68,13722.41,13061.87,35101.76,79936.49,361.52
30/11/2017,59350.7,7219.4,5155.44,13658.19,13023.98,35300.22,78731.73,355.58
1/12/2017,59548.19,7187.99,5145.21,13516.08,12861.49,35446.35,78453.48,355.07
4/12/2017,59506.74,7103.87,5139.91,13700.13,13058.55,35272.57,78637.87,359.43
5/12/2017,59375.18,7105.55,5120.92,13676.17,13048.54,35140.88,77840.41,360.35
6/12/2017,59115.54,7137.24,5120.46,13673.16,12998.85,34449.1,76172.59,354.79
7/12/2017,59436.28,7163.86,5136.37,13697.36,13045.15,34947.72,76384.13,353.77
8/12/2017,59601.79,7195.94,5165.19,13736.1,13153.7,35434,77292.7,354.96
11/12/2017,59640.71,7251.88,5181.75,13704.91,13123.65,35632.29,78171,355.41
12/12/2017,59791.26,7240.27,5189.96,13807.59,13183.53,35519.58,77708.4,354.29
13/12/2017,59877.04,7252.77,5187.68,13737.02,13125.64,35351.66,78864.06,356.6
14/12/2017,59774.97,7248.11,5167.45,13629.38,13068.08,35252.83,78713.69,355.03
15/12/2017,59632.89,7334.79,5214.1,13609.44,13103.56,35033.45,77854.76,356.66
18/12/2017,60050.12,7388.75,5242.28,13791.17,13312.3,35574.88,78400.71,357.06
19/12/2017,60376.86,7351.94,5225.43,13712.48,13215.79,35522.42,78949.25,357.23
20/12/2017,60414.96,7342.66,5221.79,13635.71,13069.17,35559.27,78896.44,356.17
21/12/2017,60263.2,7342.89,5232.16,13720.29,13109.74,35519.47,79255.28,349.53
22/12/2017,60356.2,7334.36,5229.79,13666.14,13072.79,35576.42,79824.6,351.16
27/12/2017,60357.81,7300.31,5229.01,13676.64,13070.02,35641.3,79877.62,354.98
28/12/2017,60654.99,7307.92,5239.59,13601.71,12979.94,35443.38,80595.63,359.96
4/01/2018,60544.75,7472.49,5312.33,13790.91,13167.89,36567.09,82951.05,359.78
5/01/2018,60995.77,7550.47,5349.69,13936.26,13319.64,36890.97,83161.99,364.65
9/01/2018,61129.86,7578.54,5367.26,14071.75,13385.59,37101.7,83693.02,366.07
10/01/2018,60740.03,7561.2,5361.33,14022.7,13281.34,37005.58,83861.19,363.14
11/01/2018,60450.55,7613.22,5399.46,13981.6,13202.9,36884.6,83987.14,360.99
12/01/2018,60474.76,7670.01,5435.92,14054.22,13245.03,36796.54,84775.59,362.15
16/01/2018,60261.41,7645.72,5416.86,14048.94,13246.33,37260.1,86103.97,365.81
17/01/2018,59935.48,7728.73,5467.85,13998.41,13183.96,37130.25,86316.24,364.89
18/01/2018,59923.48,7729.98,5459.5,14000.56,13281.43,36966.96,86690.11,364.82
19/01/2018,59836.21,7756.02,5483.57,14081.27,13434.45,37036.48,87048.92,365.25
22/01/2018,59697.79,7837.67,5527.89,14120.72,13463.69,37049.35,87422.73,361.65
23/01/2018,60146.62,7902.57,5540.13,14103.56,13559.6,37528.2,88872.77,366.82
24/01/2018,60322.93,7852.51,5537.03,14001.39,13414.74,37242.94,88948.3,366.8
25/01/2018,60276.75,7849.05,5540.38,13965.84,13298.36,36820.91,88127.24,370.31
29/01/2018,60529.67,7930.78,5568.67,14068.73,13324.48,36761.16,88970.44,374.71
30/01/2018,60005.5,7866.13,5508.36,13946.91,13197.71,36236.3,87999.96,369.56
31/01/2018,60154.88,7888.24,5511.21,13967.67,13189.48,35934.98,88755.56,369.54
1/02/2018,60676.79,7833.21,5508.7,13900.82,13003.9,36538.33,88114.21,369.52
2/02/2018,60988.85,7672.93,5392.21,13672.56,12785.16,36209.17,88005.39,362.48
5/02/2018,60040.78,7372.92,5171.26,13470.84,12687.49,35287.58,87042.89,358.36
6/02/2018,58118.96,7567.47,5262.02,13154.78,12392.66,33620.07,82589.41,352.51
7/02/2018,58552.97,7472.58,5235.84,13394.57,12590.43,33674.72,81854.57,344.16
8/02/2018,58691.38,7159.35,5040.06,13128.97,12260.29,34056.64,82200.3,345.42
9/02/2018,58168.34,7283.56,5116.99,12944.29,12107.48,33265.95,79652.47,337.89
13/02/2018,58389.17,7444.01,5202.22,13020.81,12196.5,33051.35,80548.96,344.59
14/02/2018,58373.9,7586.33,5273.43,13163.58,12339.16,32910.54,82373.94,348.5
20/02/2018,59396.77,7705.69,5309.99,13481.11,12487.9,34109.91,83340.42,346.76
21/02/2018,59459.64,7682.79,5280.91,13512.5,12470.49,34181.02,84847.39,348.58
22/02/2018,59570.99,7685.98,5286.5,13530.49,12461.91,33816.4,83757.54,346.03
23/02/2018,60069.59,7839.14,5371.56,13551.23,12483.79,34059.63,84573.01,351.17
26/02/2018,60554.02,7944.28,5435.38,13619.75,12527.04,34484.4,85199.01,351.76
27/02/2018,60737.35,7844.24,5367.09,13618.91,12490.73,34852.12,84577.04,351.19
28/02/2018,60369.39,7792.33,5308.09,13559.19,12435.85,34351.49,83430.36,346.79
2/03/2018,59577.15,7743.02,5265.24,13090.49,11913.71,32971.41,82723.66,341.79
5/03/2018,59243.81,7822.88,5323.36,13168.59,12090.87,32754.19,80858.32,337.61
6/03/2018,59943.79,7859.04,5337.69,13176.24,12113.87,33338.96,82547.47,344.13
7/03/2018,59357.02,7877.68,5335.47,13221.08,12245.36,33082.06,81698.47,344.88
8/03/2018,59880.82,7921.07,5360.73,13389.97,12355.57,33261.61,82944.54,348.91
9/03/2018,60087.64,8074.29,5454.03,13441.72,12346.68,33419.03,83888.02,352.11
12/03/2018,60425.98,8108.33,5447.1,13447.61,12418.39,33971.36,85520.62,355.38
13/03/2018,60212.7,8012.46,5412.75,13361.17,12221.03,34195.62,85554.49,357.91
14/03/2018,59834.7,8006.17,5383.27,13337.12,12237.74,33898.6,85103.91,356.81
15/03/2018,59692.5,7995.53,5379.39,13423.53,12345.56,33940.1,85391.12,357.64
16/03/2018,59981.34,7983.08,5388.74,13462.99,12389.58,33741.73,85292.34,357.76
19/03/2018,60086.04,7806.74,5312.23,13328.46,12217.02,33437.24,85324.26,355.01
20/03/2018,59857.67,7830.84,5320.2,13403.97,12307.33,33281.69,85422.19,356.65
22/03/2018,59871.35,7599.93,5177.52,13186.49,12100.08,33610.16,84125.61,358.42
23/03/2018,58697.31,7401.84,5069.03,13002.78,11886.31,32094.06,82071.36,346.41
26/03/2018,58396.16,7681.33,5206.69,12928.94,11787.26,32325.96,82719.81,349.19
27/03/2018,58824.64,7426.58,5116.75,13061.47,11970.83,33184.03,83375.26,350.83
28/03/2018,58394.27,7348.83,5102.69,13099,11940.71,32986.26,81294.87,345.84
29/03/2018,58092.5,7485.68,5173.19,13193.11,12096.73,33186.85,81486.72,348.5
3/04/2018,58017.45,7347.45,5121.7,13154.35,12002.45,33396.28,81794.06,347.8
4/04/2018,58112.54,7464.19,5181.31,13127.99,11957.9,33439.04,80001.53,342.43
6/04/2018,58396.36,7319.87,5103.35,13425.29,12241.27,33827.98,80895.85,345.83
9/04/2018,58597.93,7364.49,5121.9,13438.44,12261.75,34001.67,81938.45,347.87
10/04/2018,59085.18,7527.8,5207.73,13551.21,12397.32,34183.71,83291.43,348.41
11/04/2018,58799.84,7490.9,5179.19,13475.59,12293.97,34015.54,83754.21,347.3
12/04/2018,58667.16,7573.75,5222.55,13555.45,12415.01,33973.47,83574.16,347.61
13/04/2018,58803.8,7541.99,5207.57,13570.27,12442.4,34160.73,83512.06,349.43
16/04/2018,58927.76,7595.28,5249.94,13575.18,12391.41,34249.81,82176.26,349.77
17/04/2018,58929.86,7755.93,5305.9,13689.99,12585.57,34268.73,81490.91,349.18
18/04/2018,59131.36,7775.1,5310.32,13758.08,12590.83,34755.93,82091.31,353.62
19/04/2018,59328.88,7708.73,5280.57,13787.41,12567.42,34807.66,83241.16,355.26
20/04/2018,59205.56,7586.83,5235.75,13846.7,12540.5,34762.27,82454.76,352.79
23/04/2018,59379.45,7565.27,5236.04,13912.49,12572.39,34645.88,82010.41,352.79
24/04/2018,59737.99,7406.36,5166.1,13937.28,12550.82,34944.03,83045.46,350.54
26/04/2018,59634.75,7566.35,5229.61,13975.67,12500.47,35009.11,81341.62,353
27/04/2018,60067.31,7574.1,5235.73,14051.55,12580.87,35241.8,82111.06,356.42
2/05/2018,61042.37,7560.66,5168.79,14191.7,12802.25,35249.5,83323.25,358.35
8/05/2018,61463.62,7757.54,5241.53,14216.12,12912.21,35305.82,82456.08,350.95
9/05/2018,61627.34,7846.49,5292.9,14248.81,12943.06,35149.26,82817.71,349.34
10/05/2018,61735.55,7926.8,5343.7,14277.96,13022.87,35287.76,83558.31,352.55
11/05/2018,61709.71,7917.99,5354.69,14319.78,13001.24,35697.62,84406.78,353.88
14/05/2018,62028.38,7931.75,5359.66,14325.19,12977.71,35866.05,85578.04,353
15/05/2018,61750.79,7845.38,5323.23,14357.45,12970.04,35791.01,84599,349.91
16/05/2018,61843.36,7896.92,5346.33,14394.63,12996.33,35632.92,84489.68,351.05
17/05/2018,61835.33,7865.94,5343.29,14535.89,13114.61,35822.93,84126.33,349.18
18/05/2018,61766.87,7825.71,5329.66,14516.73,13077.72,35967.22,84444.42,350.38
23/05/2018,61216.18,7925.81,5369.99,14416.36,12976.84,35589.79,83510.3,353.65
24/05/2018,61264.66,7921.33,5359.32,14371.29,12855.09,35193.37,83853.57,352.73
25/05/2018,61221.47,7934.12,5347.31,14356.01,12938.01,35215.08,83492.77,353.36
29/05/2018,61032.55,7895.85,5285.7,14111.34,12666.51,35070.21,83210.39,351.3
30/05/2018,60740.01,7952.96,5353.76,14143.06,12783.76,34537.05,82042.7,343.59
31/05/2018,61021.25,7943.13,5318.1,14069.56,12604.89,34824.56,83188.15,345.43
1/06/2018,60804.04,8075.6,5376.29,14248.51,12724.27,34776.77,83259.69,347.99
4/06/2018,61160.9,8143.59,5400.5,14274.62,12770.75,35254.53,84648.84,349.79
5/06/2018,60849.57,8170.2,5404.62,14252.98,12787.13,35354.29,84922.28,350.81
7/06/2018,61491.47,8155.44,5448.18,14225.08,12811.05,35799.31,86214.72,352.93
8/06/2018,61368.54,8155.2,5465.42,14229.94,12766.55,35597.34,84727.4,349.93
12/06/2018,61462.48,8219.77,5481.07,14264.04,12842.3,35885.72,85123.83,352.01
14/06/2018,61081.87,8300.8,5474.37,14460.43,13107.1,35666.53,83388.35,345.74
15/06/2018,61867.59,8273.62,5469.37,14390.92,13010.55,35844.81,83042.73,343
19/06/2018,61949.77,8242.93,5436.13,14100.33,12677.97,34945.65,80749.8,334.8
20/06/2018,62665.05,8302.98,5445.43,14052.39,12695.16,35382.28,81398.59,337.77
21/06/2018,63270.45,8230.89,5411.4,13915.73,12511.91,35598.73,80301.85,334.44
22/06/2018,63200.31,8208.11,5421.63,14102.56,12579.72,35322.98,80418.76,337.41
25/06/2018,63050.91,8026.39,5347.23,13831.57,12270.33,35044.25,79384.55,337.05
26/06/2018,62921,8060.63,5359.01,13824.85,12234.34,35052.88,79165.28,336.37
27/06/2018,62903.2,7948.28,5312.89,13945.02,12348.61,34990.11,77725.85,335.8
