Date,AXJOA,SPXTR
02-Jun-2010,"31,077.46",1825.25
01-Jun-2010,"31,305.04",1778.99
31-May-2010,"31,422.49",#N/A
28-May-2010,"31,619.72",1809.98
27-May-2010,"31,064.14",1832.61
26-May-2010,"30,553.59",1773.65
25-May-2010,"30,250.84",1783.4
24-May-2010,"31,173.16",1782.77
21-May-2010,"30,535.25",1806.05
20-May-2010,"30,613.36",1779.3
19-May-2010,"31,114.38",1851.28
18-May-2010,"31,707.61",1860.65
17-May-2010,"31,682.48",1887.11
14-May-2010,"32,639.88",1884.67
13-May-2010,"32,933.98",1920.76
12-May-2010,"32,368.94",1944.25
11-May-2010,"32,192.21",1917.25
10-May-2010,"32,558.85",1923.39
07-May-2010,"31,706.15",1842.32
06-May-2010,"32,360.96",1870.95
05-May-2010,"33,033.41",1933.25
04-May-2010,"33,477.21",1945.37
03-May-2010,"33,819.25",1992.87
30-Apr-2010,"33,973.06",1967.05
29-Apr-2010,"33,819.09",2000.34
28-Apr-2010,"34,082.05",1974.63
27-Apr-2010,"34,484.83",1961.6
23-Apr-2010,"34,495.42",2017.19
22-Apr-2010,"34,677.50",2002.93
21-Apr-2010,"35,008.86",1998.31
20-Apr-2010,"34,807.39",2000.33
19-Apr-2010,"34,731.84",1984.32
16-Apr-2010,"35,223.57",1975.36
15-Apr-2010,"35,345.61",2007.74
14-Apr-2010,"35,294.26",2006.06
13-Apr-2010,"34,990.11",1983.91
12-Apr-2010,"35,220.82",1982.4
09-Apr-2010,"34,963.98",1978.86
08-Apr-2010,"34,892.03",1965.72
07-Apr-2010,"35,054.56",1959.04
06-Apr-2010,"35,003.63",1969.76
01-Apr-2010,"34,678.82",1950.91
31-Mar-2010,"34,448.55",1936.48
30-Mar-2010,"34,740.18",1942.81
29-Mar-2010,"34,602.26",1942.51
26-Mar-2010,"34,597.78",1931.18
25-Mar-2010,"34,513.99",1929.75
24-Mar-2010,"34,552.18",1933.04
23-Mar-2010,"34,433.58",1943.7
22-Mar-2010,"34,118.91",1929.64
19-Mar-2010,"34,394.66",1919.8
18-Mar-2010,"34,330.28",1929.63
17-Mar-2010,"34,259.20",1930.22
16-Mar-2010,"33,864.45",1919.02
15-Mar-2010,"33,769.76",1904.19
12-Mar-2010,"34,004.17",1903.29
11-Mar-2010,"33,971.19",1903.68
10-Mar-2010,"34,010.23",1895.38
09-Mar-2010,"34,010.73",1886.6
08-Mar-2010,"33,917.29",1883.29
05-Mar-2010,"33,630.74",1883.28
04-Mar-2010,"33,507.93",1857.2
03-Mar-2010,"33,394.99",1850.24
02-Mar-2010,"33,121.66",1849.17
01-Mar-2010,"32,992.37",1844.87
26-Feb-2010,"32,576.06",1826.27
25-Feb-2010,"32,263.95",1823.64
24-Feb-2010,"32,645.82",1826.99
23-Feb-2010,"33,120.15",1809.05
22-Feb-2010,"33,077.09",1831.21
19-Feb-2010,"32,444.34",1833.09
18-Feb-2010,"32,581.94",1828.81
17-Feb-2010,"32,672.55",1816.7
16-Feb-2010,"31,970.64",1808.72
15-Feb-2010,"31,812.53",#N/A
12-Feb-2010,"31,872.58",1776.5
11-Feb-2010,"31,816.65",1781.01
10-Feb-2010,"31,529.55",1763.69
09-Feb-2010,"31,471.22",1767.18
08-Feb-2010,"31,579.55",1744.37
05-Feb-2010,"31,528.42",1759.38
04-Feb-2010,"32,248.95",1754.3
03-Feb-2010,"32,432.40",1810.64
02-Feb-2010,"32,135.45",1819.99
01-Feb-2010,"31,568.90",1796.67
29-Jan-2010,"31,886.25",1771.4
28-Jan-2010,"32,609.45",1788.97
27-Jan-2010,"32,409.70",1810.21
25-Jan-2010,"32,920.62",1808.93
22-Jan-2010,"33,149.20",1800.61
21-Jan-2010,"33,683.34",1841.39
20-Jan-2010,"33,969.64",1876.9
19-Jan-2010,"33,921.08",1896.72
18-Jan-2010,"34,268.82",#N/A
15-Jan-2010,"34,188.75",1873.3
14-Jan-2010,"34,177.91",1893.72
13-Jan-2010,"33,969.23",1889.1
12-Jan-2010,"34,188.27",1873.32
11-Jan-2010,"34,545.11",1891.06
08-Jan-2010,"34,276.25",1887.77
07-Jan-2010,"34,186.93",1882.34
06-Jan-2010,"34,340.41",1874.73
05-Jan-2010,"34,360.43",1872.9
04-Jan-2010,"34,025.42",1867.06
31-Dec-2009,"33,985.86",1837.5
30-Dec-2009,"33,725.41",1856.14
29-Dec-2009,"33,807.68",1855.61
24-Dec-2009,"33,429.11",1855.5
23-Dec-2009,"33,069.70",1845.8
22-Dec-2009,"32,783.24",1841.17
21-Dec-2009,"32,301.58",1834.59
18-Dec-2009,"32,408.83",1815.5
17-Dec-2009,"32,546.46",1804.96
16-Dec-2009,"32,488.23",1826.45
15-Dec-2009,"32,568.19",1824.37
14-Dec-2009,"32,432.39",1834.55
11-Dec-2009,"32,301.54",1821.8
10-Dec-2009,"32,102.49",1814.81
09-Dec-2009,"32,317.55",1804.1
08-Dec-2009,"32,545.78",1797.31
07-Dec-2009,"32,586.29",1815.7
04-Dec-2009,"32,765.78",1820.11
03-Dec-2009,"33,270.11",1810.13
02-Dec-2009,"33,184.88",1825.4
01-Dec-2009,"32,882.70",1824.54
30-Nov-2009,"32,759.73",1802.68
27-Nov-2009,"31,858.50",1795.7
26-Nov-2009,"32,810.19",#N/A
25-Nov-2009,"32,904.84",1826.74
24-Nov-2009,"32,645.76",1818.31
23-Nov-2009,"32,867.46",1819.17
20-Nov-2009,"32,649.54",1794.65
19-Nov-2009,"33,091.72",1800.12
18-Nov-2009,"33,018.38",1824.61
17-Nov-2009,"32,951.54",1825.18
16-Nov-2009,"33,130.87",1823.29
13-Nov-2009,"32,788.64",1796.93
12-Nov-2009,"33,029.26",1786.66
11-Nov-2009,"33,092.84",1804.93
10-Nov-2009,"32,923.51",1795.9
09-Nov-2009,"32,515.76",1795.56
06-Nov-2009,"31,892.53",1756.07
05-Nov-2009,"31,292.63",1751.45
04-Nov-2009,"31,473.23",1718.21
03-Nov-2009,"31,412.16",1715.81
02-Nov-2009,"31,474.19",1711.65
30-Oct-2009,"32,185.68",1700.67
29-Oct-2009,"31,709.96",1749.76
28-Oct-2009,"32,475.12",1711.09
27-Oct-2009,"32,949.21",1744.95
26-Oct-2009,"33,481.24",1750.75
23-Oct-2009,"33,682.75",1771.5
22-Oct-2009,"33,359.44",1793.34
21-Oct-2009,"33,538.83",1774.33
20-Oct-2009,"33,591.56",1789.93
19-Oct-2009,"33,221.01",1801.12
16-Oct-2009,"33,523.62",1784.35
15-Oct-2009,"33,685.05",1798.91
14-Oct-2009,"33,485.70",1791.47
13-Oct-2009,"33,170.64",1760.51
12-Oct-2009,"32,852.88",1765.31
09-Oct-2009,"32,942.40",1757.6
08-Oct-2009,"33,049.66",1747.7
07-Oct-2009,"32,544.57",1734.74
06-Oct-2009,"31,823.13",1729.14
05-Oct-2009,"31,693.47",1705.73
02-Oct-2009,"31,890.13",1680.7
01-Oct-2009,"32,575.85",1688.24
30-Sep-2009,"32,870.39",1732.86
29-Sep-2009,"32,933.73",1738.48
28-Sep-2009,"32,408.92",1742.32
25-Sep-2009,"32,654.23",1711.53
24-Sep-2009,"32,570.70",1722.02
23-Sep-2009,"32,795.35",1738.32
22-Sep-2009,"32,307.36",1755.99
21-Sep-2009,"32,402.19",1744.47
18-Sep-2009,"32,508.00",1750.43
17-Sep-2009,"32,657.62",1745.8
16-Sep-2009,"32,209.80",1750.91
15-Sep-2009,"31,447.36",1724.45
14-Sep-2009,"31,383.18",1719.04
11-Sep-2009,"31,817.84",1708.19
10-Sep-2009,"31,642.45",1710.14
09-Sep-2009,"31,305.20",1692.48
08-Sep-2009,"31,315.86",1679.32
07-Sep-2009,"30,830.93",#N/A
04-Sep-2009,"30,661.52",1664.34
03-Sep-2009,"30,616.62",1642.68
02-Sep-2009,"30,674.22",1628.66
01-Sep-2009,"31,197.32",1633.63
31-Aug-2009,"30,939.49",1670.52
28-Aug-2009,"30,955.77",1684.05
27-Aug-2009,"30,673.40",1687.16
26-Aug-2009,"30,689.04",1682.29
25-Aug-2009,"30,326.60",1681.92
24-Aug-2009,"30,436.57",1677.94
21-Aug-2009,"29,447.01",1678.84
20-Aug-2009,"30,043.92",1647.85
19-Aug-2009,"30,018.62",1629.92
18-Aug-2009,"30,071.82",1618.6
17-Aug-2009,"30,114.47",1602.06
14-Aug-2009,"30,554.21",1641.54
13-Aug-2009,"30,382.31",1655.66
12-Aug-2009,"29,746.36",1644.23
11-Aug-2009,"29,670.22",1624.91
10-Aug-2009,"29,443.90",1645.26
07-Aug-2009,"29,411.70",1650.73
06-Aug-2009,"29,595.64",1628.82
05-Aug-2009,"29,172.60",1637.81
04-Aug-2009,"29,479.05",1642.03
03-Aug-2009,"29,164.94",1637.06
31-Jul-2009,"29,032.28",1612.31
30-Jul-2009,"28,665.23",1611.14
29-Jul-2009,"28,339.11",1592
28-Jul-2009,"28,522.14",1599.09
27-Jul-2009,"28,317.20",1603.26
24-Jul-2009,"27,976.47",1598.5
23-Jul-2009,"27,800.71",1593.65
22-Jul-2009,"27,830.72",1557.37
21-Jul-2009,"27,709.10",1557.91
20-Jul-2009,"27,706.45",1552.26
17-Jul-2009,"27,367.67",1534.7
16-Jul-2009,"27,332.50",1535.3
15-Jul-2009,"26,846.09",1522.09
14-Jul-2009,"26,453.57",1478.24
13-Jul-2009,"25,566.55",1470.43
10-Jul-2009,"25,953.82",1434.5
09-Jul-2009,"25,743.46",1440.3
08-Jul-2009,"25,775.06",1435.2
07-Jul-2009,"25,767.80",1436.74
06-Jul-2009,"25,882.83",1465.58
03-Jul-2009,"26,187.03",#N/A
02-Jul-2009,"26,522.78",1461.8
01-Jul-2009,"26,500.40",1505.64
30-Jun-2009,"27,053.61",1498.94
29-Jun-2009,"26,588.57",1511.7
26-Jun-2009,"26,704.43",1498.08
25-Jun-2009,"26,377.08",1499.98
24-Jun-2009,"26,041.88",1468.48
23-Jun-2009,"25,920.35",1458.92
22-Jun-2009,"26,748.17",1455.54
19-Jun-2009,"26,621.11",1501.25
18-Jun-2009,"26,566.73",1496.59
17-Jun-2009,"26,649.00",1483.9
16-Jun-2009,"27,047.30",1485.92
15-Jun-2009,"27,519.88",1505.06
12-Jun-2009,"27,727.97",1541.7
11-Jun-2009,"27,625.74",1539.5
10-Jun-2009,"27,470.00",1529.76
09-Jun-2009,"26,853.90",1535.03
05-Jun-2009,"27,101.64",1530.82
04-Jun-2009,"26,852.42",1534.59
03-Jun-2009,"27,371.73",1516.88
02-Jun-2009,"26,949.81",1537.69
01-Jun-2009,"26,534.72",1534.65
29-May-2009,"26,011.84",1495.97
28-May-2009,"25,587.39",1475.94
27-May-2009,"25,896.85",1453.28
26-May-2009,"25,810.73",1481.1
25-May-2009,"25,466.43",#N/A
22-May-2009,"25,627.71",1443.14
21-May-2009,"25,984.10",1445.28
20-May-2009,"26,055.41",1469.47
19-May-2009,"26,005.54",1476.94
18-May-2009,"25,449.19",1479.24
15-May-2009,"25,651.75",1435.48
14-May-2009,"25,312.28",1451.79
13-May-2009,"26,214.69",1436.74
12-May-2009,"26,358.16",1475.83
11-May-2009,"26,689.41",1477.2
08-May-2009,"26,792.76",1509.14
07-May-2009,"26,772.21",1473.66
06-May-2009,"26,255.27",1493.31
05-May-2009,"26,413.24",1467.25
04-May-2009,"25,330.50",1472.64
01-May-2009,"25,589.93",1424.41
30-Apr-2009,"25,663.58",1416.73
29-Apr-2009,"25,085.64",1417.99
28-Apr-2009,"25,173.14",1387.82
27-Apr-2009,"25,330.50",1391.58
24-Apr-2009,"25,199.41",1405.74
23-Apr-2009,"25,408.16",1382.52
22-Apr-2009,"24,900.18",1368.92
21-Apr-2009,"24,962.87",1379.22
20-Apr-2009,"25,584.80",1350.52
17-Apr-2009,"25,636.72",1410.85
16-Apr-2009,"25,629.86",1403.89
15-Apr-2009,"25,438.48",1382.36
14-Apr-2009,"25,475.06",1365.2
09-Apr-2009,"24,922.80",1389.49
08-Apr-2009,"24,566.37",1338.53
07-Apr-2009,"25,155.57",1322.91
06-Apr-2009,"25,496.81",1354.36
03-Apr-2009,"25,354.58",1365.66
02-Apr-2009,"24,975.77",1352.47
01-Apr-2009,"24,293.67",1314.63
31-Mar-2009,"24,310.04",1292.98
30-Mar-2009,"24,458.04",1276.22
27-Mar-2009,"24,916.90",1322.19
26-Mar-2009,"24,742.65",1349.37
25-Mar-2009,"24,488.53",1318.61
24-Mar-2009,"24,285.29",1306.03
23-Mar-2009,"24,083.93",1333.21
20-Mar-2009,"23,492.57",1244.85
19-Mar-2009,"23,589.55",1269.93
18-Mar-2009,"23,358.98",1286.62
17-Mar-2009,"23,395.92",1260.29
16-Mar-2009,"22,692.72",1221.03
13-Mar-2009,"22,666.20",1225.32
12-Mar-2009,"21,915.92",1215.87
11-Mar-2009,"21,975.77",1168.07
10-Mar-2009,"21,569.38",1164.83
09-Mar-2009,"21,359.14",1095.04
06-Mar-2009,"21,298.06",1106
05-Mar-2009,"21,529.47",1104.38
04-Mar-2009,"21,367.00",1153.35
03-Mar-2009,"21,694.09",1126.18
02-Mar-2009,"21,889.38",1133.43
27-Feb-2009,"22,512.80",1188.84
26-Feb-2009,"22,509.50",1217.49
25-Feb-2009,"22,384.80",1236.74
24-Feb-2009,"22,406.40",1249.76
23-Feb-2009,"22,508.30",1201.56
20-Feb-2009,"22,767.70",1244.72
19-Feb-2009,"23,079.10",1258.82
18-Feb-2009,"22,839.50",1273.29
17-Feb-2009,"23,172.50",1274.26
16-Feb-2009,"23,519.30",#N/A
13-Feb-2009,"23,750.90",1334.83
12-Feb-2009,"23,451.30",1348.15
11-Feb-2009,"23,185.30",1345.5
10-Feb-2009,"23,280.30",1334.3
09-Feb-2009,"23,407.60",1403.19
06-Feb-2009,"23,148.90",1401.06
05-Feb-2009,"22,873.20",1363.82
04-Feb-2009,"22,935.70",1341.77
03-Feb-2009,"23,407.70",1350.88
02-Feb-2009,"23,332.80",1329.81
30-Jan-2009,"23,591.60",1330.51
29-Jan-2009,"23,494.70",1361.54
28-Jan-2009,"23,290.70",1408.07
27-Jan-2009,"22,947.20",1362.18
23-Jan-2009,"22,272.30",1340.02
22-Jan-2009,"23,232.50",1332.84
21-Jan-2009,"22,939.00",1353.33
20-Jan-2009,"23,164.70",1296.63
19-Jan-2009,"23,915.50",#N/A
16-Jan-2009,"23,659.80",1368.92
15-Jan-2009,"23,517.20",1358.64
14-Jan-2009,"24,566.10",1356.79
13-Jan-2009,"24,350.30",1403.63
12-Jan-2009,"24,541.50",1401.07
09-Jan-2009,"24,890.80",1433.41
08-Jan-2009,"24,614.60",1464.6
07-Jan-2009,"25,183.90",1459.58
06-Jan-2009,"24,937.10",1503.87
05-Jan-2009,"24,566.30",1492.21
02-Jan-2009,"24,744.60",1499.17
31-Dec-2008,"24,801.30",1452.98
30-Dec-2008,"24,347.20",1432.65
29-Dec-2008,"24,127.00",1398.25
24-Dec-2008,"23,867.90",1395.76
23-Dec-2008,"23,528.70",1387.08
22-Dec-2008,"23,645.60",1400.42
19-Dec-2008,"24,033.10",1426.39
18-Dec-2008,"23,803.70",1422.19
17-Dec-2008,"23,733.50",1452.88
16-Dec-2008,"23,637.10",1466.87
15-Dec-2008,"23,870.70",1395.21
12-Dec-2008,"23,330.50",1413.07
11-Dec-2008,"23,912.80",1403.2
10-Dec-2008,"24,195.50",1444
09-Dec-2008,"23,951.80",1426.88
08-Dec-2008,"24,132.70",1460.6
05-Dec-2008,"23,191.30",1406.36
04-Dec-2008,"23,473.80",1356.81
03-Dec-2008,"23,483.10",1397.72
02-Dec-2008,"23,446.00",1361.79
01-Dec-2008,"24,462.40",1309.39
28-Nov-2008,"24,869.90",1437.68
27-Nov-2008,"23,842.70",#N/A
26-Nov-2008,"23,523.80",1423.9
25-Nov-2008,"24,076.60",1374.79
24-Nov-2008,"22,759.20",1365.63
21-Nov-2008,"22,685.80",1282.59
20-Nov-2008,"22,263.80",1206.04
19-Nov-2008,"23,237.80",1292.76
18-Nov-2008,"23,394.20",1376.81
17-Nov-2008,"24,248.50",1363.14
14-Nov-2008,"24,879.70",1399.2
13-Nov-2008,"24,542.00",1459.82
12-Nov-2008,"26,069.00",1365.15
11-Nov-2008,"26,285.60",1439.22
10-Nov-2008,"27,260.20",1471.64
07-Nov-2008,"26,883.40",1490.31
06-Nov-2008,"27,480.00",1448.01
05-Nov-2008,"28,667.90",1524.21
04-Nov-2008,"27,815.40",1608
03-Nov-2008,"27,857.40",1544.91
31-Oct-2008,"26,514.50",1548.81
30-Oct-2008,"26,399.00",1525.37
29-Oct-2008,"25,372.80",1486.73
28-Oct-2008,"25,036.40",1503.16
27-Oct-2008,"25,132.80",1356.78
24-Oct-2008,"25,530.30",1401.29
23-Oct-2008,"26,222.60",1451.37
22-Oct-2008,"27,421.90",1433.22
21-Oct-2008,"28,387.50",1526.02
20-Oct-2008,"27,330.40",1574.5
17-Oct-2008,"26,198.20",1502.84
16-Oct-2008,"26,479.40",1512.21
15-Oct-2008,"28,370.10",1450.5
14-Oct-2008,"28,601.60",1594.41
13-Oct-2008,"27,582.40",1602.93
10-Oct-2008,"26,130.30",1436.56
09-Oct-2008,"28,507.30",1453.52
08-Oct-2008,"28,948.70",1573.34
07-Oct-2008,"30,470.20",1590.51
06-Oct-2008,"29,953.70",1687.34
03-Oct-2008,"30,976.50",1754.91
02-Oct-2008,"31,398.00",1778.9
01-Oct-2008,"31,618.60",1853.26
30-Sep-2008,"30,338.80",1861.44
29-Sep-2008,"31,701.90",1765.72
26-Sep-2008,"32,342.70",1935.79
25-Sep-2008,"32,490.50",1929.24
24-Sep-2008,"32,849.40",1892.05
23-Sep-2008,"32,458.00",1895.78
22-Sep-2008,"33,096.80",1925.85
19-Sep-2008,"31,655.90",2002.32
18-Sep-2008,"30,358.70",1924.85
17-Sep-2008,"31,112.50",1844.31
16-Sep-2008,"31,296.60",1935.49
15-Sep-2008,"31,732.50",1902.17
12-Sep-2008,"32,274.80",1996.25
11-Sep-2008,"31,683.20",1992
10-Sep-2008,"32,283.00",1964.25
09-Sep-2008,"32,769.60",1952.14
08-Sep-2008,"33,343.50",2021.13
05-Sep-2008,"32,074.30",1980.18
04-Sep-2008,"32,746.50",1971.37
03-Sep-2008,"33,269.30",2032.13
02-Sep-2008,"33,624.40",2035.24
01-Sep-2008,"33,629.00",#N/A
29-Aug-2008,"33,652.10",2043.53
28-Aug-2008,"33,176.30",2071.86
27-Aug-2008,"32,790.50",2041.24
26-Aug-2008,"32,754.50",2024.72
25-Aug-2008,"32,747.60",2017.27
22-Aug-2008,"32,143.40",2057.64
21-Aug-2008,"31,776.40",2034.35
20-Aug-2008,"32,126.60",2029.15
19-Aug-2008,"31,709.90",2016.52
18-Aug-2008,"32,482.10",2035.3
15-Aug-2008,"32,390.50",2066.36
14-Aug-2008,"32,385.70",2057.72
13-Aug-2008,"32,193.80",2046.35
12-Aug-2008,"32,856.80",2051.66
11-Aug-2008,"32,388.00",2076.59
08-Aug-2008,"32,388.00",2061.77
07-Aug-2008,"32,369.10",2013.66
06-Aug-2008,"32,277.20",2050.23
05-Aug-2008,"31,311.20",2042.44
04-Aug-2008,"31,748.30",1985.23
01-Aug-2008,"31,854.30",2003.16
31-Jul-2008,"32,329.80",2014.39
30-Jul-2008,"32,065.50",2040.81
29-Jul-2008,"31,485.60",2007.21
28-Jul-2008,"31,971.00",1961.23
25-Jul-2008,"32,285.50",1998.41
24-Jul-2008,"33,413.00",1990.09
23-Jul-2008,"33,160.70",2037.15
22-Jul-2008,"32,513.00",2028.91
21-Jul-2008,"32,553.20",2001.86
18-Jul-2008,"31,439.90",2002.88
17-Jul-2008,"31,834.00",2002.3
16-Jul-2008,"31,636.40",1978.47
15-Jul-2008,"31,279.50",1929.85
14-Jul-2008,"31,963.70",1951.08
11-Jul-2008,"32,346.30",1968.86
10-Jul-2008,"32,070.00",1990.78
09-Jul-2008,"32,553.80",1976.97
08-Jul-2008,"32,041.20",2022.83
07-Jul-2008,"32,493.00",1988.09
04-Jul-2008,"33,010.00",#N/A
03-Jul-2008,"32,465.80",2004.87
02-Jul-2008,"33,092.50",2002.64
01-Jul-2008,"33,378.90",2039.66
30-Jun-2008,"33,875.30",2031.47
27-Jun-2008,"34,015.80",2028.89
26-Jun-2008,"34,470.30",2036.4
25-Jun-2008,"34,021.10",2097.36
24-Jun-2008,"34,359.80",2085.08
23-Jun-2008,"34,228.80",2090.94
20-Jun-2008,"34,255.70",2090.81
19-Jun-2008,"34,763.30",2130.3
18-Jun-2008,"35,259.50",2121.78
17-Jun-2008,"35,126.40",2142.55
16-Jun-2008,"34,796.00",2157.14
13-Jun-2008,"34,837.80",2156.96
12-Jun-2008,"34,521.10",2124.94
11-Jun-2008,"35,414.80",2117.84
10-Jun-2008,"35,221.80",2153.77
06-Jun-2008,"36,223.10",2157.24
05-Jun-2008,"35,821.60",2225.74
04-Jun-2008,"36,173.80",2183.01
03-Jun-2008,"36,104.10",2182.65
02-Jun-2008,"36,674.00",2195.27
30-May-2008,"36,604.80",2218.5
29-May-2008,"36,906.60",2215.12
28-May-2008,"36,509.00",2203.1
27-May-2008,"36,938.00",2193.98
26-May-2008,"36,885.90",#N/A
23-May-2008,"37,262.10",2179.05
22-May-2008,"37,642.90",2208.2
21-May-2008,"37,620.40",2202.02
20-May-2008,"38,167.20",2237.79
19-May-2008,"38,434.20",2258.74
16-May-2008,"38,268.60",2256.63
15-May-2008,"38,008.50",2253.76
14-May-2008,"37,892.50",2229.74
13-May-2008,"37,505.20",2220.46
12-May-2008,"37,607.70",2220.81
09-May-2008,"37,241.40",2196.54
08-May-2008,"36,928.20",2210.95
07-May-2008,"36,532.50",2202.77
06-May-2008,"36,740.10",2242.47
05-May-2008,"36,926.30",2225.37
02-May-2008,"36,731.50",2235.3
01-May-2008,"35,993.00",2228.09
30-Apr-2008,"36,054.80",2190.13
29-Apr-2008,"36,129.10",2198.5
28-Apr-2008,"36,102.10",2207.02
24-Apr-2008,"36,001.20",2194.96
23-Apr-2008,"36,423.80",2180.91
22-Apr-2008,"35,854.70",2174.59
21-Apr-2008,"36,084.80",2193.87
18-Apr-2008,"34,985.30",2197.24
17-Apr-2008,"35,560.70",2158.08
16-Apr-2008,"35,247.10",2156.67
15-Apr-2008,"34,796.90",2108.59
14-Apr-2008,"34,423.30",2098.92
11-Apr-2008,"35,046.00",2106.01
10-Apr-2008,"35,091.70",2149.67
09-Apr-2008,"35,567.10",2139.99
08-Apr-2008,"35,898.00",2157.28
07-Apr-2008,"36,242.70",2167.61
04-Apr-2008,"36,202.20",2164.21
03-Apr-2008,"36,132.00",2162.46
02-Apr-2008,"35,449.10",2159.63
01-Apr-2008,"34,533.90",2163.38
31-Mar-2008,"34,491.90",2088.42
28-Mar-2008,"34,461.60",2076.56
27-Mar-2008,"34,593.80",2093.11
26-Mar-2008,"34,656.00",2116.93
25-Mar-2008,"34,250.30",2135.54
20-Mar-2008,"33,006.70",2098.46
19-Mar-2008,"34,028.70",2049.4
18-Mar-2008,"32,718.60",2100.38
17-Mar-2008,"32,724.00",2014.88
14-Mar-2008,"33,493.70",2032.79
13-Mar-2008,"33,019.70",2075.88
12-Mar-2008,"33,801.90",2065.21
11-Mar-2008,"33,004.10",2083.36
10-Mar-2008,"33,298.10",2008.71
07-Mar-2008,"33,835.10",2040.17
06-Mar-2008,"34,927.80",2057.44
05-Mar-2008,"34,546.30",2103.42
04-Mar-2008,"34,556.40",2091.42
03-Mar-2008,"34,696.60",2098.64
29-Feb-2008,"35,673.60",2097.48
28-Feb-2008,"36,161.20",2155.81
27-Feb-2008,"36,882.70",2175
26-Feb-2008,"36,221.20",2176.48
25-Feb-2008,"35,902.80",2161.51
22-Feb-2008,"35,449.80",2132.02
21-Feb-2008,"35,599.40",2115.13
20-Feb-2008,"35,039.60",2141.95
19-Feb-2008,"35,811.90",2124.12
18-Feb-2008,"35,424.70",#N/A
15-Feb-2008,"35,675.70",2125.85
14-Feb-2008,"36,172.30",2123.94
13-Feb-2008,"35,264.30",2152.76
12-Feb-2008,"35,683.70",2123.06
11-Feb-2008,"35,234.60",2107.65
08-Feb-2008,"35,969.50",2095.21
07-Feb-2008,"35,579.90",2104.02
06-Feb-2008,"35,660.20",2087.05
05-Feb-2008,"36,827.10",2102.23
04-Feb-2008,"37,300.90",2171.51
01-Feb-2008,"37,145.20",2194.43
31-Jan-2008,"35,920.20",2167.9
30-Jan-2008,"35,719.70",2131.78
29-Jan-2008,"36,341.00",2141.85
25-Jan-2008,"37,255.60",2091.88
24-Jan-2008,"35,476.40",2125.6
23-Jan-2008,"34,407.60",2104.37
22-Jan-2008,"32,974.20",2060.15
21-Jan-2008,"35,476.20",#N/A
18-Jan-2008,"36,536.80",2083.24
17-Jan-2008,"36,847.50",2095.86
16-Jan-2008,"36,933.70",2158.58
15-Jan-2008,"37,889.20",2170.51
14-Jan-2008,"38,016.60",2225.98
11-Jan-2008,"38,026.80",2202.03
10-Jan-2008,"38,643.90",2232.25
09-Jan-2008,"38,701.30",2214.6
08-Jan-2008,"38,958.20",2184.67
07-Jan-2008,"39,171.10",2224.76
04-Jan-2008,"40,094.10",2217.59
03-Jan-2008,"39,991.70",2273.41
02-Jan-2008,"40,375.90",2273.41
31-Dec-2007,"40,291.20",2306.23
28-Dec-2007,"40,291.80",2322.11
27-Dec-2007,"40,360.80",2318.72
24-Dec-2007,"40,187.60",2349.66
21-Dec-2007,"39,700.70",2330.81
20-Dec-2007,"39,165.50",2292.23
19-Dec-2007,"39,415.80",2280.47
18-Dec-2007,"39,545.80",2283.5
17-Dec-2007,"39,714.80",2269.24
14-Dec-2007,"41,160.40",2303.79
13-Dec-2007,"41,831.90",2335.79
12-Dec-2007,"41,943.10",2332.85
11-Dec-2007,"42,356.10",2318.51
10-Dec-2007,"42,005.80",2378.6
07-Dec-2007,"42,191.20",2360.79
06-Dec-2007,"41,847.90",2364.97
05-Dec-2007,"41,260.00",2329.71
04-Dec-2007,"41,403.70",2293.65
03-Dec-2007,"41,420.30",2308.74
30-Nov-2007,"41,416.70",2322.34
29-Nov-2007,"40,854.70",2304.43
28-Nov-2007,"40,381.30",2303.17
27-Nov-2007,"40,776.00",2238.52
26-Nov-2007,"41,021.10",2205.49
23-Nov-2007,"40,126.30",2257.95
22-Nov-2007,"40,136.60",#N/A
21-Nov-2007,"40,453.50",2220.21
20-Nov-2007,"40,711.10",2256.02
19-Nov-2007,"41,406.30",2245.81
16-Nov-2007,"40,939.90",2285.67
15-Nov-2007,"41,312.60",2273.73
14-Nov-2007,"41,754.90",2304.06
13-Nov-2007,"41,222.50",2319.86
12-Nov-2007,"40,841.20",2253.53
09-Nov-2007,"41,413.30",2276.26
08-Nov-2007,"41,259.90",2309.18
07-Nov-2007,"42,275.70",2310.41
06-Nov-2007,"41,828.90",2379.05
05-Nov-2007,"41,540.60",2350.69
02-Nov-2007,"42,261.50",2362.21
01-Nov-2007,"43,094.30",2360.21
31-Oct-2007,"42,623.80",2423.67
30-Oct-2007,"42,598.60",2394.81
29-Oct-2007,"42,852.50",2410.33
26-Oct-2007,"42,270.10",2401.07
25-Oct-2007,"41,789.00",2368.43
24-Oct-2007,"41,852.60",2370.71
23-Oct-2007,"42,019.20",2376.47
22-Oct-2007,"41,492.20",2355.74
19-Oct-2007,"42,306.00",2346.78
18-Oct-2007,"42,693.00",2408.46
17-Oct-2007,"42,140.20",2410.22
16-Oct-2007,"42,213.00",2405.76
15-Oct-2007,"42,509.00",2421.67
12-Oct-2007,"42,571.00",2442.12
11-Oct-2007,"42,715.90",2430.55
10-Oct-2007,"42,503.60",2443.02
09-Oct-2007,"42,120.40",2447.03
08-Oct-2007,"41,972.30",2427.33
05-Oct-2007,"41,662.60",2435.16
